"","Location","SKU","OfferTermCode","RateCode","TermType","PriceDescription","EffectiveDate","StartingRange","EndingRange","Unit","PricePerUnit","Currency","RelatedTo","LeaseContractLength","PurchaseOption","OfferingClass","Product.Family","serviceCode","Location.Type","Instance.Type","Current.Generation","Instance.Family","vCPU","Memory","Network.Performance","Cache.Engine","Storage.Media","Group","Group.Description","usageType","operation","Region","Endpoint","Protocol"
"48","Asia Pacific (Mumbai)","QP7KJX5BSBYQ64Y2","YTVHEVGPBZ","QP7KJX5BSBYQ64Y2.YTVHEVGPBZ.6YS6EN2CT7","Reserved","ElastiCache, cache.r3.4xlarge instance-hours used this month","2016-09-30",0,Inf,"Hrs",0.789607,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.r3.4xlarge","Yes","Memory optimized",16,"118 GiB","High","Memcached","","","","APS3-NodeUsage:cache.r3.4xlarge","CreateCacheCluster:0001","ap-south-1","ec2.ap-south-1.amazonaws.com","HTTP and HTTPS"
"49","Asia Pacific (Mumbai)","6R2YMYJ2CTN2YGGF","YTVHEVGPBZ","6R2YMYJ2CTN2YGGF.YTVHEVGPBZ.2TG2D8R56U","Reserved","Upfront Fee","2016-09-30",NA,NA,"Quantity",883,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.m4.xlarge","Yes","Standard",4,"14.28 GiB","High","Redis","","","","APS3-NodeUsage:cache.m4.xlarge","CreateCacheCluster:0002","ap-south-1","ec2.ap-south-1.amazonaws.com","HTTP and HTTPS"
"50","Asia Pacific (Mumbai)","7QHMMSMQKSB2YVD9","YTVHEVGPBZ","7QHMMSMQKSB2YVD9.YTVHEVGPBZ.6YS6EN2CT7","Reserved","Redis, cache.m4.large instance-hours used this month","2016-07-31",0,Inf,"Hrs",0.081,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.m4.large","Yes","Standard",2,"6.42 GiB","Moderate","Redis","","","","APS3-NodeUsage:cache.m4.large","CreateCacheCluster:0002","ap-south-1","ec2.ap-south-1.amazonaws.com","HTTP and HTTPS"
"51","Asia Pacific (Mumbai)","H2T225SWPBPB2XNB","YTVHEVGPBZ","H2T225SWPBPB2XNB.YTVHEVGPBZ.2TG2D8R56U","Reserved","Upfront Fee","2016-09-30",NA,NA,"Quantity",250,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.t2.medium","Yes","Standard",2,"3.22 GiB","Low to Moderate","Redis","","","","APS3-NodeUsage:cache.t2.medium","CreateCacheCluster:0002","ap-south-1","ec2.ap-south-1.amazonaws.com","HTTP and HTTPS"
"52","Asia Pacific (Mumbai)","JAFDWG3S7B765529","YTVHEVGPBZ","JAFDWG3S7B765529.YTVHEVGPBZ.6YS6EN2CT7","Reserved","Redis, cache.r3.4xlarge instance-hours used this month","2016-09-30",0,Inf,"Hrs",0.789607,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.r3.4xlarge","Yes","Memory optimized",16,"118 GiB","High","Redis","","","","APS3-NodeUsage:cache.r3.4xlarge","CreateCacheCluster:0002","ap-south-1","ec2.ap-south-1.amazonaws.com","HTTP and HTTPS"
"53","Asia Pacific (Seoul)","NTTDH8NZWAMWZNAJ","YTVHEVGPBZ","NTTDH8NZWAMWZNAJ.YTVHEVGPBZ.2TG2D8R56U","Reserved","Upfront Fee","2016-06-30",NA,NA,"Quantity",129,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.t2.small","Yes","Standard",1,"1.55 GiB","Low to Moderate","Redis","","","","APN2-NodeUsage:cache.t2.small","CreateCacheCluster:0002","ap-northeast-2","ec2.ap-northeast-2.amazonaws.com","HTTP and HTTPS"
"54","Asia Pacific (Seoul)","EWHBRPS4CTPMJM8W","YTVHEVGPBZ","EWHBRPS4CTPMJM8W.YTVHEVGPBZ.6YS6EN2CT7","Reserved","ElastiCache, cache.r3.8xlarge instance-hours used this month","2016-09-30",0,Inf,"Hrs",1.75,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.r3.8xlarge","Yes","Memory optimized",32,"237 GiB","10 Gigabit","Memcached","","","","APN2-NodeUsage:cache.r3.8xlarge","CreateCacheCluster:0001","ap-northeast-2","ec2.ap-northeast-2.amazonaws.com","HTTP and HTTPS"
"55","Asia Pacific (Seoul)","DZ7NVHRJFQNSEVBP","YTVHEVGPBZ","DZ7NVHRJFQNSEVBP.YTVHEVGPBZ.6YS6EN2CT7","Reserved","ElastiCache, cache.m3.large instance-hours used this month","2016-09-30",0,Inf,"Hrs",0.084,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.m3.large","Yes","Standard",2,"6.05 GiB","Moderate","Memcached","","","","APN2-NodeUsage:cache.m3.large","CreateCacheCluster:0001","ap-northeast-2","ec2.ap-northeast-2.amazonaws.com","HTTP and HTTPS"
"56","Asia Pacific (Seoul)","37ATVE8PQAUQTCYZ","YTVHEVGPBZ","37ATVE8PQAUQTCYZ.YTVHEVGPBZ.2TG2D8R56U","Reserved","Upfront Fee","2016-09-30",NA,NA,"Quantity",4790,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.r3.4xlarge","Yes","Memory optimized",16,"118 GiB","High","Redis","","","","APN2-NodeUsage:cache.r3.4xlarge","CreateCacheCluster:0002","ap-northeast-2","ec2.ap-northeast-2.amazonaws.com","HTTP and HTTPS"
"57","Asia Pacific (Seoul)","VC96T9N7XY3BQV2F","YTVHEVGPBZ","VC96T9N7XY3BQV2F.YTVHEVGPBZ.2TG2D8R56U","Reserved","Upfront Fee","2016-09-30",NA,NA,"Quantity",1548,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.m4.2xlarge","Yes","Standard",8,"29.7 GiB","High","Redis","","","","APN2-NodeUsage:cache.m4.2xlarge","CreateCacheCluster:0002","ap-northeast-2","ec2.ap-northeast-2.amazonaws.com","HTTP and HTTPS"
"58","Asia Pacific (Seoul)","WJA27J74G8KDRJDZ","YTVHEVGPBZ","WJA27J74G8KDRJDZ.YTVHEVGPBZ.6YS6EN2CT7","Reserved","Redis, cache.m4.10xlarge instance-hours used this month","2016-09-30",0,Inf,"Hrs",1.415,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.m4.10xlarge","Yes","Standard",40,"154.64 GiB","10 Gigabit","Redis","","","","APN2-NodeUsage:cache.m4.10xlarge","CreateCacheCluster:0002","ap-northeast-2","ec2.ap-northeast-2.amazonaws.com","HTTP and HTTPS"
"59","Asia Pacific (Seoul)","JZSSMXR6KY44UM5K","YTVHEVGPBZ","JZSSMXR6KY44UM5K.YTVHEVGPBZ.6YS6EN2CT7","Reserved","ElastiCache, cache.r3.xlarge instance-hours used this month","2016-09-30",0,Inf,"Hrs",0.219,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.r3.xlarge","Yes","Memory optimized",4,"28.4 GiB","Moderate","Memcached","","","","APN2-NodeUsage:cache.r3.xlarge","CreateCacheCluster:0001","ap-northeast-2","ec2.ap-northeast-2.amazonaws.com","HTTP and HTTPS"
"60","Asia Pacific (Seoul)","5GHQ4UX5J4WXNJ99","YTVHEVGPBZ","5GHQ4UX5J4WXNJ99.YTVHEVGPBZ.2TG2D8R56U","Reserved","Upfront Fee","2016-06-30",NA,NA,"Quantity",599,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.r3.large","Yes","Memory optimized",2,"13.5 GiB","Moderate","Memcached","","","","APN2-NodeUsage:cache.r3.large","CreateCacheCluster:0001","ap-northeast-2","ec2.ap-northeast-2.amazonaws.com","HTTP and HTTPS"
"61","Asia Pacific (Seoul)","UB6X3DQHDGP3SN6C","YTVHEVGPBZ","UB6X3DQHDGP3SN6C.YTVHEVGPBZ.6YS6EN2CT7","Reserved","Redis, cache.r3.8xlarge instance-hours used this month","2016-09-30",0,Inf,"Hrs",1.75,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.r3.8xlarge","Yes","Memory optimized",32,"237 GiB","10 Gigabit","Redis","","","","APN2-NodeUsage:cache.r3.8xlarge","CreateCacheCluster:0002","ap-northeast-2","ec2.ap-northeast-2.amazonaws.com","HTTP and HTTPS"
"62","Asia Pacific (Seoul)","WAKBJASDP76HEFTF","YTVHEVGPBZ","WAKBJASDP76HEFTF.YTVHEVGPBZ.6YS6EN2CT7","Reserved","Redis, cache.m4.large instance-hours used this month","2016-09-30",0,Inf,"Hrs",0.071,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.m4.large","Yes","Standard",2,"6.42 GiB","Moderate","Redis","","","","APN2-NodeUsage:cache.m4.large","CreateCacheCluster:0002","ap-northeast-2","ec2.ap-northeast-2.amazonaws.com","HTTP and HTTPS"
"63","Asia Pacific (Seoul)","N5PCP6BFGHHKT44Z","YTVHEVGPBZ","N5PCP6BFGHHKT44Z.YTVHEVGPBZ.2TG2D8R56U","Reserved","Upfront Fee","2016-09-30",NA,NA,"Quantity",387,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.m4.large","Yes","Standard",2,"6.42 GiB","Moderate","Memcached","","","","APN2-NodeUsage:cache.m4.large","CreateCacheCluster:0001","ap-northeast-2","ec2.ap-northeast-2.amazonaws.com","HTTP and HTTPS"
"64","Asia Pacific (Seoul)","5NKDKN2FB6T5S57N","YTVHEVGPBZ","5NKDKN2FB6T5S57N.YTVHEVGPBZ.6YS6EN2CT7","Reserved","Redis, cache.m3.2xlarge instance-hours used this month","2016-09-30",0,Inf,"Hrs",0.338,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.m3.2xlarge","Yes","Standard",8,"27.9 GiB","High","Redis","","","","APN2-NodeUsage:cache.m3.2xlarge","CreateCacheCluster:0002","ap-northeast-2","ec2.ap-northeast-2.amazonaws.com","HTTP and HTTPS"
"65","Asia Pacific (Seoul)","SHSTRVMYNYEK33KZ","YTVHEVGPBZ","SHSTRVMYNYEK33KZ.YTVHEVGPBZ.6YS6EN2CT7","Reserved","ElastiCache, cache.m4.2xlarge instance-hours used this month","2016-09-30",0,Inf,"Hrs",0.283,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.m4.2xlarge","Yes","Standard",8,"29.7 GiB","High","Memcached","","","","APN2-NodeUsage:cache.m4.2xlarge","CreateCacheCluster:0001","ap-northeast-2","ec2.ap-northeast-2.amazonaws.com","HTTP and HTTPS"
"66","Asia Pacific (Seoul)","S3XBF5DJESXPQCEV","YTVHEVGPBZ","S3XBF5DJESXPQCEV.YTVHEVGPBZ.2TG2D8R56U","Reserved","Upfront Fee","2016-08-31",NA,NA,"Quantity",2395,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.r3.2xlarge","Yes","Memory optimized",8,"58.2 GiB","High","Redis","","","","APN2-NodeUsage:cache.r3.2xlarge","CreateCacheCluster:0002","ap-northeast-2","ec2.ap-northeast-2.amazonaws.com","HTTP and HTTPS"
"67","Asia Pacific (Seoul)","TAQNTJBP5BM9M3RQ","YTVHEVGPBZ","TAQNTJBP5BM9M3RQ.YTVHEVGPBZ.6YS6EN2CT7","Reserved","Redis, cache.m3.xlarge instance-hours used this month","2016-09-30",0,Inf,"Hrs",0.169,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.m3.xlarge","Yes","Standard",4,"13.3 GiB","High","Redis","","","","APN2-NodeUsage:cache.m3.xlarge","CreateCacheCluster:0002","ap-northeast-2","ec2.ap-northeast-2.amazonaws.com","HTTP and HTTPS"
"68","Asia Pacific (Seoul)","DZ7NVHRJFQNSEVBP","YTVHEVGPBZ","DZ7NVHRJFQNSEVBP.YTVHEVGPBZ.2TG2D8R56U","Reserved","Upfront Fee","2016-09-30",NA,NA,"Quantity",461,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.m3.large","Yes","Standard",2,"6.05 GiB","Moderate","Memcached","","","","APN2-NodeUsage:cache.m3.large","CreateCacheCluster:0001","ap-northeast-2","ec2.ap-northeast-2.amazonaws.com","HTTP and HTTPS"
"69","Asia Pacific (Seoul)","R5CMU8SYNTX7DWN9","YTVHEVGPBZ","R5CMU8SYNTX7DWN9.YTVHEVGPBZ.2TG2D8R56U","Reserved","Upfront Fee","2016-02-29",NA,NA,"Quantity",599,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.r3.large","Yes","Memory optimized",2,"13.5 GiB","Moderate","Redis","","","","APN2-NodeUsage:cache.r3.large","CreateCacheCluster:0002","ap-northeast-2","ec2.ap-northeast-2.amazonaws.com","HTTP and HTTPS"
"70","Asia Pacific (Seoul)","SU5JJPJ2U4TFDXZX","YTVHEVGPBZ","SU5JJPJ2U4TFDXZX.YTVHEVGPBZ.6YS6EN2CT7","Reserved","Redis, cache.t2.micro instance-hours used this month","2016-03-31",0,Inf,"Hrs",0.012,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.t2.micro","Yes","Standard",1,"0.555 GiB","Low to Moderate","Redis","","","","APN2-NodeUsage:cache.t2.micro","CreateCacheCluster:0002","ap-northeast-2","ec2.ap-northeast-2.amazonaws.com","HTTP and HTTPS"
"71","Asia Pacific (Seoul)","9D7Z8MCD9Y9QAJQV","YTVHEVGPBZ","9D7Z8MCD9Y9QAJQV.YTVHEVGPBZ.2TG2D8R56U","Reserved","Upfront Fee","2016-09-30",NA,NA,"Quantity",7748,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.m4.10xlarge","Yes","Standard",40,"154.64 GiB","10 Gigabit","Memcached","","","","APN2-NodeUsage:cache.m4.10xlarge","CreateCacheCluster:0001","ap-northeast-2","ec2.ap-northeast-2.amazonaws.com","HTTP and HTTPS"
"72","Asia Pacific (Seoul)","3V652J62BP8MZ3TB","YTVHEVGPBZ","3V652J62BP8MZ3TB.YTVHEVGPBZ.6YS6EN2CT7","Reserved","ElastiCache, cache.r3.4xlarge instance-hours used this month","2016-09-30",0,Inf,"Hrs",0.875,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.r3.4xlarge","Yes","Memory optimized",16,"118 GiB","High","Memcached","","","","APN2-NodeUsage:cache.r3.4xlarge","CreateCacheCluster:0001","ap-northeast-2","ec2.ap-northeast-2.amazonaws.com","HTTP and HTTPS"
"73","Asia Pacific (Seoul)","E3ZM8XPB6CJQM93X","YTVHEVGPBZ","E3ZM8XPB6CJQM93X.YTVHEVGPBZ.2TG2D8R56U","Reserved","Upfront Fee","2016-09-30",NA,NA,"Quantity",227,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.m3.medium","Yes","Standard",1,"2.78 GiB","Moderate","Memcached","","","","APN2-NodeUsage:cache.m3.medium","CreateCacheCluster:0001","ap-northeast-2","ec2.ap-northeast-2.amazonaws.com","HTTP and HTTPS"
"74","Asia Pacific (Seoul)","2H6SCQJ2CSF9PBF9","YTVHEVGPBZ","2H6SCQJ2CSF9PBF9.YTVHEVGPBZ.2TG2D8R56U","Reserved","Upfront Fee","2016-03-31",NA,NA,"Quantity",227,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.m3.medium","Yes","Standard",1,"2.78 GiB","Moderate","Redis","","","","APN2-NodeUsage:cache.m3.medium","CreateCacheCluster:0002","ap-northeast-2","ec2.ap-northeast-2.amazonaws.com","HTTP and HTTPS"
"75","Asia Pacific (Seoul)","TAQNTJBP5BM9M3RQ","YTVHEVGPBZ","TAQNTJBP5BM9M3RQ.YTVHEVGPBZ.2TG2D8R56U","Reserved","Upfront Fee","2016-09-30",NA,NA,"Quantity",926,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.m3.xlarge","Yes","Standard",4,"13.3 GiB","High","Redis","","","","APN2-NodeUsage:cache.m3.xlarge","CreateCacheCluster:0002","ap-northeast-2","ec2.ap-northeast-2.amazonaws.com","HTTP and HTTPS"
"76","Asia Pacific (Seoul)","E3ZM8XPB6CJQM93X","YTVHEVGPBZ","E3ZM8XPB6CJQM93X.YTVHEVGPBZ.6YS6EN2CT7","Reserved","ElastiCache, cache.m3.medium instance-hours used this month","2016-09-30",0,Inf,"Hrs",0.041,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.m3.medium","Yes","Standard",1,"2.78 GiB","Moderate","Memcached","","","","APN2-NodeUsage:cache.m3.medium","CreateCacheCluster:0001","ap-northeast-2","ec2.ap-northeast-2.amazonaws.com","HTTP and HTTPS"
"77","Asia Pacific (Seoul)","EZVHYHASKBSUGBP8","YTVHEVGPBZ","EZVHYHASKBSUGBP8.YTVHEVGPBZ.2TG2D8R56U","Reserved","Upfront Fee","2016-09-30",NA,NA,"Quantity",3100,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.m4.4xlarge","Yes","Standard",16,"60.78 GiB","High","Memcached","","","","APN2-NodeUsage:cache.m4.4xlarge","CreateCacheCluster:0001","ap-northeast-2","ec2.ap-northeast-2.amazonaws.com","HTTP and HTTPS"
"78","Asia Pacific (Seoul)","EZVHYHASKBSUGBP8","YTVHEVGPBZ","EZVHYHASKBSUGBP8.YTVHEVGPBZ.6YS6EN2CT7","Reserved","ElastiCache, cache.m4.4xlarge instance-hours used this month","2016-09-30",0,Inf,"Hrs",0.566,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.m4.4xlarge","Yes","Standard",16,"60.78 GiB","High","Memcached","","","","APN2-NodeUsage:cache.m4.4xlarge","CreateCacheCluster:0001","ap-northeast-2","ec2.ap-northeast-2.amazonaws.com","HTTP and HTTPS"
"79","Asia Pacific (Seoul)","6NQT4Y7VWK2RJFCR","YTVHEVGPBZ","6NQT4Y7VWK2RJFCR.YTVHEVGPBZ.6YS6EN2CT7","Reserved","Redis, cache.m4.xlarge instance-hours used this month","2016-09-30",0,Inf,"Hrs",0.141,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.m4.xlarge","Yes","Standard",4,"14.28 GiB","High","Redis","","","","APN2-NodeUsage:cache.m4.xlarge","CreateCacheCluster:0002","ap-northeast-2","ec2.ap-northeast-2.amazonaws.com","HTTP and HTTPS"
"80","Asia Pacific (Seoul)","KN2G3JTEUHW5UHNE","YTVHEVGPBZ","KN2G3JTEUHW5UHNE.YTVHEVGPBZ.2TG2D8R56U","Reserved","Upfront Fee","2016-05-31",NA,NA,"Quantity",129,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.t2.small","Yes","Standard",1,"1.55 GiB","Low to Moderate","Memcached","","","","APN2-NodeUsage:cache.t2.small","CreateCacheCluster:0001","ap-northeast-2","ec2.ap-northeast-2.amazonaws.com","HTTP and HTTPS"
"81","Asia Pacific (Seoul)","CDG7S5JWUTF5J5Y4","YTVHEVGPBZ","CDG7S5JWUTF5J5Y4.YTVHEVGPBZ.6YS6EN2CT7","Reserved","Redis, cache.t2.medium instance-hours used this month","2016-09-30",0,Inf,"Hrs",0.047,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.t2.medium","Yes","Standard",2,"3.22 GiB","Low to Moderate","Redis","","","","APN2-NodeUsage:cache.t2.medium","CreateCacheCluster:0002","ap-northeast-2","ec2.ap-northeast-2.amazonaws.com","HTTP and HTTPS"
"82","Asia Pacific (Seoul)","2YZVHZ3X6YXEYXXN","YTVHEVGPBZ","2YZVHZ3X6YXEYXXN.YTVHEVGPBZ.6YS6EN2CT7","Reserved","ElastiCache, cache.t2.medium instance-hours used this month","2016-09-30",0,Inf,"Hrs",0.047,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.t2.medium","Yes","Standard",2,"3.22 GiB","Low to Moderate","Memcached","","","","APN2-NodeUsage:cache.t2.medium","CreateCacheCluster:0001","ap-northeast-2","ec2.ap-northeast-2.amazonaws.com","HTTP and HTTPS"
"83","Asia Pacific (Seoul)","5NKDKN2FB6T5S57N","YTVHEVGPBZ","5NKDKN2FB6T5S57N.YTVHEVGPBZ.2TG2D8R56U","Reserved","Upfront Fee","2016-09-30",NA,NA,"Quantity",1853,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.m3.2xlarge","Yes","Standard",8,"27.9 GiB","High","Redis","","","","APN2-NodeUsage:cache.m3.2xlarge","CreateCacheCluster:0002","ap-northeast-2","ec2.ap-northeast-2.amazonaws.com","HTTP and HTTPS"
"84","Asia Pacific (Seoul)","JZSSMXR6KY44UM5K","YTVHEVGPBZ","JZSSMXR6KY44UM5K.YTVHEVGPBZ.2TG2D8R56U","Reserved","Upfront Fee","2016-09-30",NA,NA,"Quantity",1197,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.r3.xlarge","Yes","Memory optimized",4,"28.4 GiB","Moderate","Memcached","","","","APN2-NodeUsage:cache.r3.xlarge","CreateCacheCluster:0001","ap-northeast-2","ec2.ap-northeast-2.amazonaws.com","HTTP and HTTPS"
"85","Asia Pacific (Seoul)","CDG7S5JWUTF5J5Y4","YTVHEVGPBZ","CDG7S5JWUTF5J5Y4.YTVHEVGPBZ.2TG2D8R56U","Reserved","Upfront Fee","2016-09-30",NA,NA,"Quantity",258,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.t2.medium","Yes","Standard",2,"3.22 GiB","Low to Moderate","Redis","","","","APN2-NodeUsage:cache.t2.medium","CreateCacheCluster:0002","ap-northeast-2","ec2.ap-northeast-2.amazonaws.com","HTTP and HTTPS"
"86","Asia Pacific (Seoul)","2YZVHZ3X6YXEYXXN","YTVHEVGPBZ","2YZVHZ3X6YXEYXXN.YTVHEVGPBZ.2TG2D8R56U","Reserved","Upfront Fee","2016-09-30",NA,NA,"Quantity",258,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.t2.medium","Yes","Standard",2,"3.22 GiB","Low to Moderate","Memcached","","","","APN2-NodeUsage:cache.t2.medium","CreateCacheCluster:0001","ap-northeast-2","ec2.ap-northeast-2.amazonaws.com","HTTP and HTTPS"
"87","Asia Pacific (Seoul)","59N5J79NZ8CXYAAF","YTVHEVGPBZ","59N5J79NZ8CXYAAF.YTVHEVGPBZ.2TG2D8R56U","Reserved","Upfront Fee","2016-09-30",NA,NA,"Quantity",926,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.m3.xlarge","Yes","Standard",4,"13.3 GiB","High","Memcached","","","","APN2-NodeUsage:cache.m3.xlarge","CreateCacheCluster:0001","ap-northeast-2","ec2.ap-northeast-2.amazonaws.com","HTTP and HTTPS"
"88","Asia Pacific (Seoul)","CZWM2QE7C45YQQK7","YTVHEVGPBZ","CZWM2QE7C45YQQK7.YTVHEVGPBZ.6YS6EN2CT7","Reserved","Redis, cache.r3.xlarge instance-hours used this month","2016-09-30",0,Inf,"Hrs",0.219,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.r3.xlarge","Yes","Memory optimized",4,"28.4 GiB","Moderate","Redis","","","","APN2-NodeUsage:cache.r3.xlarge","CreateCacheCluster:0002","ap-northeast-2","ec2.ap-northeast-2.amazonaws.com","HTTP and HTTPS"
"89","Asia Pacific (Seoul)","RBANNEBPGMJMP4AH","YTVHEVGPBZ","RBANNEBPGMJMP4AH.YTVHEVGPBZ.2TG2D8R56U","Reserved","Upfront Fee","2016-09-30",NA,NA,"Quantity",2395,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.r3.2xlarge","Yes","Memory optimized",8,"58.2 GiB","High","Memcached","","","","APN2-NodeUsage:cache.r3.2xlarge","CreateCacheCluster:0001","ap-northeast-2","ec2.ap-northeast-2.amazonaws.com","HTTP and HTTPS"
"90","Asia Pacific (Seoul)","2H6SCQJ2CSF9PBF9","YTVHEVGPBZ","2H6SCQJ2CSF9PBF9.YTVHEVGPBZ.6YS6EN2CT7","Reserved","Redis, cache.m3.medium instance-hours used this month","2016-03-31",0,Inf,"Hrs",0.041,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.m3.medium","Yes","Standard",1,"2.78 GiB","Moderate","Redis","","","","APN2-NodeUsage:cache.m3.medium","CreateCacheCluster:0002","ap-northeast-2","ec2.ap-northeast-2.amazonaws.com","HTTP and HTTPS"
"91","Asia Pacific (Seoul)","KN2G3JTEUHW5UHNE","YTVHEVGPBZ","KN2G3JTEUHW5UHNE.YTVHEVGPBZ.6YS6EN2CT7","Reserved","ElastiCache, cache.t2.small instance-hours used this month","2016-05-31",0,Inf,"Hrs",0.024,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.t2.small","Yes","Standard",1,"1.55 GiB","Low to Moderate","Memcached","","","","APN2-NodeUsage:cache.t2.small","CreateCacheCluster:0001","ap-northeast-2","ec2.ap-northeast-2.amazonaws.com","HTTP and HTTPS"
"92","Asia Pacific (Seoul)","SCFBXTFVVA79WT36","YTVHEVGPBZ","SCFBXTFVVA79WT36.YTVHEVGPBZ.2TG2D8R56U","Reserved","Upfront Fee","2016-09-30",NA,NA,"Quantity",1853,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.m3.2xlarge","Yes","Standard",8,"27.9 GiB","High","Memcached","","","","APN2-NodeUsage:cache.m3.2xlarge","CreateCacheCluster:0001","ap-northeast-2","ec2.ap-northeast-2.amazonaws.com","HTTP and HTTPS"
"93","Asia Pacific (Seoul)","SCFBXTFVVA79WT36","YTVHEVGPBZ","SCFBXTFVVA79WT36.YTVHEVGPBZ.6YS6EN2CT7","Reserved","ElastiCache, cache.m3.2xlarge instance-hours used this month","2016-09-30",0,Inf,"Hrs",0.338,"USD","","1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS Region","cache.m3.2xlarge","Yes","Standard",8,"27.9 GiB","High","Memcached","","","","APN2-NodeUsage:cache.m3.2xlarge","CreateCacheCluster:0001","ap-northeast-2","ec2.ap-northeast-2.amazonaws.com","HTTP and HTTPS"
