"SKU","OfferTermCode","RateCode","TermType","PriceDescription","EffectiveDate","StartingRange","EndingRange","Unit","PricePerUnit","Currency","RelatedTo","LeaseContractLength","PurchaseOption","OfferingClass","Product Family","serviceCode","Location","Location Type","Instance Type","Current Generation","Instance Family","vCPU","Memory","Network Performance","Cache Engine","Storage Media","Group","Group Description","usageType","operation"
"UMQXGVFERE6SJ79P","JRBFQ5DASS","UMQXGVFERE6SJ79P.JRBFQ5DASS.6YS6EN2CT7","Reserved","USD 0.092 per ElastiCache, cache.m1.large instance-hour (or partial hour)","2015-11-30","0","Inf","Hrs","0.0920000000","USD",,"1yr","Medium Utilization","standard","Cache Instance","AmazonElastiCache","US East (N. Virginia)","AWS Region","cache.m1.large","No","Standard","2","7.1 GiB","Moderate","Memcached",,,,"NodeUsage:cache.m1.large","CreateCacheCluster:0001"
"ZU6AT8QXGT622ANA","JRBFQ5DASS","ZU6AT8QXGT622ANA.JRBFQ5DASS.6YS6EN2CT7","Reserved","USD 0.458 per Redis, cache.m2.4xlarge instance-hour (or partial hour)","2015-11-30","0","Inf","Hrs","0.4580000000","USD",,"1yr","Medium Utilization","standard","Cache Instance","AmazonElastiCache","EU (Ireland)","AWS Region","cache.m2.4xlarge","No","Memory optimized","8","68 GiB","High","Redis",,,,"EU-NodeUsage:cache.m2.4xlarge","CreateCacheCluster:0002"
"UBKK3UMM6FYEXYGK","YTVHEVGPBZ","UBKK3UMM6FYEXYGK.YTVHEVGPBZ.2TG2D8R56U","Reserved","Upfront Fee","2016-09-30",,,"Quantity","308","USD",,"1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","US West (Oregon)","AWS Region","cache.m4.large","Yes","Standard","2","6.42 GiB","Moderate","Memcached",,,,"USW2-NodeUsage:cache.m4.large","CreateCacheCluster:0001"
"QRDGSFH2TD93PTZS","KGRZ3REEDN","QRDGSFH2TD93PTZS.KGRZ3REEDN.6YS6EN2CT7","Reserved","USD 0.011 per ElastiCache, cache.t1.micro instance-hour (or partial hour)","2015-11-30","0","Inf","Hrs","0.0110000000","USD",,"3yr","Medium Utilization","standard","Cache Instance","AmazonElastiCache","EU (Ireland)","AWS Region","cache.t1.micro","No","Micro","1","0.213 GiB","Very Low","Memcached",,,,"EU-NodeUsage:cache.t1.micro","CreateCacheCluster:0001"
"999QQ5KV4GJGKEKY","VHSX6N8RTZ","999QQ5KV4GJGKEKY.VHSX6N8RTZ.6YS6EN2CT7","Reserved","USD 0.264 per Redis, cache.m2.2xlarge instance-hour (or partial hour)","2015-11-30","0","Inf","Hrs","0.2640000000","USD",,"3yr","Light Utilization","standard","Cache Instance","AmazonElastiCache","EU (Ireland)","AWS Region","cache.m2.2xlarge","No","Memory optimized","4","33.8 GiB","Moderate","Redis",,,,"EU-NodeUsage:cache.m2.2xlarge","CreateCacheCluster:0002"
"TNSKSRAV4GY6DPTH","YTVHEVGPBZ","TNSKSRAV4GY6DPTH.YTVHEVGPBZ.2TG2D8R56U","Reserved","Upfront Fee","2016-09-30",,,"Quantity","3562","USD",,"1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","Asia Pacific (Sydney)","AWS Region","cache.m4.4xlarge","Yes","Standard","16","60.78 GiB","High","Redis",,,,"APS2-NodeUsage:cache.m4.4xlarge","CreateCacheCluster:0002"
"H2T225SWPBPB2XNB","VG8YD49WWM","H2T225SWPBPB2XNB.VG8YD49WWM.6YS6EN2CT7","Reserved","Redis, cache.t2.medium instance-hours used this month","2016-09-30","0","Inf","Hrs","0.0361260000","USD",,"3yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","Asia Pacific (Mumbai)","AWS Region","cache.t2.medium","Yes","Standard","2","3.22 GiB","Low to Moderate","Redis",,,,"APS3-NodeUsage:cache.t2.medium","CreateCacheCluster:0002"
"ZWD3PGEQDTXM9QPU","JRBFQ5DASS","ZWD3PGEQDTXM9QPU.JRBFQ5DASS.6YS6EN2CT7","Reserved","USD 0.012 per Redis, cache.t1.micro instance-hour (or partial hour)","2015-11-30","0","Inf","Hrs","0.0120000000","USD",,"1yr","Medium Utilization","standard","Cache Instance","AmazonElastiCache","Asia Pacific (Tokyo)","AWS Region","cache.t1.micro","No","Micro","1","0.213 GiB","Very Low","Redis",,,,"APN1-NodeUsage:cache.t1.micro","CreateCacheCluster:0002"
"7QHMMSMQKSB2YVD9","VG8YD49WWM","7QHMMSMQKSB2YVD9.VG8YD49WWM.2TG2D8R56U","Reserved","Upfront Fee","2016-09-30",,,"Quantity","875","USD",,"3yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","Asia Pacific (Mumbai)","AWS Region","cache.m4.large","Yes","Standard","2","6.42 GiB","Moderate","Redis",,,,"APS3-NodeUsage:cache.m4.large","CreateCacheCluster:0002"
"ACM9HXBUGKHT6VW4","VG8YD49WWM","ACM9HXBUGKHT6VW4.VG8YD49WWM.2TG2D8R56U","Reserved","Upfront Fee","2016-09-30",,,"Quantity","799","USD",,"3yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","EU (Ireland)","AWS Region","cache.m4.large","Yes","Standard","2","6.42 GiB","Moderate","Memcached",,,,"EU-NodeUsage:cache.m4.large","CreateCacheCluster:0001"
"4TMTTRKGFP7U5F4A","YTVHEVGPBZ","4TMTTRKGFP7U5F4A.YTVHEVGPBZ.2TG2D8R56U","Reserved","Upfront Fee","2015-10-31",,,"Quantity","985","USD",,"1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","Asia Pacific (Sydney)","AWS Region","cache.m2.2xlarge","No","Memory optimized","4","33.8 GiB","Moderate","Redis",,,,"APS2-NodeUsage:cache.m2.2xlarge","CreateCacheCluster:0002"
"5Y982ZUFEWBEEU4H","YTVHEVGPBZ","5Y982ZUFEWBEEU4H.YTVHEVGPBZ.2TG2D8R56U","Reserved","Upfront Fee","2016-09-30",,,"Quantity","466","USD",,"1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","Asia Pacific (Singapore)","AWS Region","cache.m4.large","Yes","Standard","2","6.42 GiB","Moderate","Memcached",,,,"APS1-NodeUsage:cache.m4.large","CreateCacheCluster:0001"
"W2TUEAVJRQWNAHF9","JRTCKXETXF","W2TUEAVJRQWNAHF9.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.24 per Enhanced Large Cache node-hour (or partial hour) running Memcached","2016-11-01","0","Inf","Hrs","0.2400000000","USD",,,,,"Cache Instance","AmazonElastiCache","Asia Pacific (Sydney)","AWS Region","cache.m3.large","Yes","Standard","2","6.05 GiB","Moderate","Memcached",,,,"APS2-NodeUsage:cache.m3.large","CreateCacheCluster:0001"
"Q73599PUJSMDW95K","KGRZ3REEDN","Q73599PUJSMDW95K.KGRZ3REEDN.2TG2D8R56U","Reserved","Upfront Fee","2015-11-30",,,"Quantity","314","USD",,"3yr","Medium Utilization","standard","Cache Instance","AmazonElastiCache","EU (Ireland)","AWS Region","cache.m1.medium","No","Standard","1","3.35 GiB","Moderate","Redis",,,,"EU-NodeUsage:cache.m1.medium","CreateCacheCluster:0002"
"DQ9Y86DBB9S79P2P","DK9W8XRWES","DQ9Y86DBB9S79P2P.DK9W8XRWES.2TG2D8R56U","Reserved","Upfront Fee","2015-11-30",,,"Quantity","194","USD",,"1yr","Light Utilization","standard","Cache Instance","AmazonElastiCache","Asia Pacific (Sydney)","AWS Region","cache.m1.large","No","Standard","2","7.1 GiB","Moderate","Redis",,,,"APS2-NodeUsage:cache.m1.large","CreateCacheCluster:0002"
"R7RZ2TY5JFB8MQ9F","KGRZ3REEDN","R7RZ2TY5JFB8MQ9F.KGRZ3REEDN.2TG2D8R56U","Reserved","Upfront Fee","2015-11-30",,,"Quantity","628","USD",,"3yr","Medium Utilization","standard","Cache Instance","AmazonElastiCache","EU (Ireland)","AWS Region","cache.m1.large","No","Standard","2","7.1 GiB","Moderate","Memcached",,,,"EU-NodeUsage:cache.m1.large","CreateCacheCluster:0001"
"9PX5F3XGBGRKN765","YTVHEVGPBZ","9PX5F3XGBGRKN765.YTVHEVGPBZ.2TG2D8R56U","Reserved","Upfront Fee","2015-10-31",,,"Quantity","1894","USD",,"1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","US West (Oregon)","AWS Region","cache.m2.4xlarge","No","Memory optimized","8","68 GiB","High","Memcached",,,,"USW2-NodeUsage:cache.m2.4xlarge","CreateCacheCluster:0001"
"6XQ423KHNEYDGNPP","KGRZ3REEDN","6XQ423KHNEYDGNPP.KGRZ3REEDN.2TG2D8R56U","Reserved","Upfront Fee","2015-11-30",,,"Quantity","1246","USD",,"3yr","Medium Utilization","standard","Cache Instance","AmazonElastiCache","Asia Pacific (Sydney)","AWS Region","cache.m2.2xlarge","No","Memory optimized","4","33.8 GiB","Moderate","Memcached",,,,"APS2-NodeUsage:cache.m2.2xlarge","CreateCacheCluster:0001"
"UNFBU4PQBQS7MPRE","DK9W8XRWES","UNFBU4PQBQS7MPRE.DK9W8XRWES.2TG2D8R56U","Reserved","Upfront Fee","2015-11-30",,,"Quantity","188","USD",,"1yr","Light Utilization","standard","Cache Instance","AmazonElastiCache","Asia Pacific (Tokyo)","AWS Region","cache.m1.large","No","Standard","2","7.1 GiB","Moderate","Memcached",,,,"APN1-NodeUsage:cache.m1.large","CreateCacheCluster:0001"
"854CTX7SZ88TV555","KGRZ3REEDN","854CTX7SZ88TV555.KGRZ3REEDN.2TG2D8R56U","Reserved","Upfront Fee","2015-11-30",,,"Quantity","82","USD",,"3yr","Medium Utilization","standard","Cache Instance","AmazonElastiCache","US East (N. Virginia)","AWS Region","cache.t1.micro","No","Micro","1","0.213 GiB","Very Low","Redis",,,,"NodeUsage:cache.t1.micro","CreateCacheCluster:0002"
"KJPTA6PBMKVBP7XN","JRTCKXETXF","KJPTA6PBMKVBP7XN.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.546 per Enhanced High Memory xLarge Cache node-hour (or partial hour) running Redis","2016-11-01","0","Inf","Hrs","0.5460000000","USD",,,,,"Cache Instance","AmazonElastiCache","Asia Pacific (Sydney)","AWS Region","cache.r3.xlarge","Yes","Memory optimized","4","28.4 GiB","Moderate","Redis",,,,"APS2-NodeUsage:cache.r3.xlarge","CreateCacheCluster:0002"
"WUCGC8ESQMXHDYCD","YTVHEVGPBZ","WUCGC8ESQMXHDYCD.YTVHEVGPBZ.2TG2D8R56U","Reserved","Upfront Fee","2015-10-31",,,"Quantity","473","USD",,"1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","US East (N. Virginia)","AWS Region","cache.m2.xlarge","No","Memory optimized","2","16.7 GiB","Moderate","Redis",,,,"NodeUsage:cache.m2.xlarge","CreateCacheCluster:0002"
"HPNGZPPFM3X4CC9E","VHSX6N8RTZ","HPNGZPPFM3X4CC9E.VHSX6N8RTZ.2TG2D8R56U","Reserved","Upfront Fee","2015-11-30",,,"Quantity","590","USD",,"3yr","Light Utilization","standard","Cache Instance","AmazonElastiCache","Asia Pacific (Tokyo)","AWS Region","cache.m1.xlarge","No","Standard","4","14.6 GiB","High","Memcached",,,,"APN1-NodeUsage:cache.m1.xlarge","CreateCacheCluster:0001"
"NC6QZWTSVCDPXGMR","VG8YD49WWM","NC6QZWTSVCDPXGMR.VG8YD49WWM.2TG2D8R56U","Reserved","Upfront Fee","2015-10-31",,,"Quantity","1440","USD",,"3yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","EU (Frankfurt)","AWS Region","cache.r3.large","Yes","Memory optimized","2","13.5 GiB","Moderate","Memcached",,,,"EUC1-NodeUsage:cache.r3.large","CreateCacheCluster:0001"
"GENDG5CJRV5N3E3Z","JRBFQ5DASS","GENDG5CJRV5N3E3Z.JRBFQ5DASS.2TG2D8R56U","Reserved","Upfront Fee","2015-11-30",,,"Quantity","111","USD",,"1yr","Medium Utilization","standard","Cache Instance","AmazonElastiCache","Asia Pacific (Singapore)","AWS Region","cache.m1.small","No","Standard","1","1.3 GiB","Low","Memcached",,,,"APS1-NodeUsage:cache.m1.small","CreateCacheCluster:0001"
"DG4KYCUVV42KRCT3","YTVHEVGPBZ","DG4KYCUVV42KRCT3.YTVHEVGPBZ.6YS6EN2CT7","Reserved","ElastiCache, cache.t2.small instance-hours used this month","2015-10-31","0","Inf","Hrs","0.0130000000","USD",,"1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","EU (Frankfurt)","AWS Region","cache.t2.small","Yes","Standard","1","1.55 GiB","Low to Moderate","Memcached",,,,"EUC1-NodeUsage:cache.t2.small","CreateCacheCluster:0001"
"ZXW9GSV29K5M5MPX","JRTCKXETXF","ZXW9GSV29K5M5MPX.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.038 per T2 Small Cache node-hour (or partial hour) running Redis","2016-11-01","0","Inf","Hrs","0.0380000000","USD",,,,,"Cache Instance","AmazonElastiCache","EU (London)","AWS Region","cache.t2.small","Yes","Standard","1","1.55 GiB","Low to Moderate","Redis",,,,"EUW2-NodeUsage:cache.t2.small","CreateCacheCluster:0002"
"4TMTTRKGFP7U5F4A","VHSX6N8RTZ","4TMTTRKGFP7U5F4A.VHSX6N8RTZ.2TG2D8R56U","Reserved","Upfront Fee","2015-11-30",,,"Quantity","508","USD",,"3yr","Light Utilization","standard","Cache Instance","AmazonElastiCache","Asia Pacific (Sydney)","AWS Region","cache.m2.2xlarge","No","Memory optimized","4","33.8 GiB","Moderate","Redis",,,,"APS2-NodeUsage:cache.m2.2xlarge","CreateCacheCluster:0002"
"ZXW9GSV29K5M5MPX","YTVHEVGPBZ","ZXW9GSV29K5M5MPX.YTVHEVGPBZ.2TG2D8R56U","Reserved","Upfront Fee","2016-11-30",,,"Quantity","120","USD",,"1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","EU (London)","AWS Region","cache.t2.small","Yes","Standard","1","1.55 GiB","Low to Moderate","Redis",,,,"EUW2-NodeUsage:cache.t2.small","CreateCacheCluster:0002"
"NYGAVZ75ET6S7PBM","YTVHEVGPBZ","NYGAVZ75ET6S7PBM.YTVHEVGPBZ.2TG2D8R56U","Reserved","Upfront Fee","2015-10-31",,,"Quantity","204","USD",,"1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","US East (N. Virginia)","AWS Region","cache.t2.medium","Yes","Standard","2","3.22 GiB","Low to Moderate","Redis",,,,"NodeUsage:cache.t2.medium","CreateCacheCluster:0002"
"6GGEHTWBA5GT3TMV","VG8YD49WWM","6GGEHTWBA5GT3TMV.VG8YD49WWM.2TG2D8R56U","Reserved","Upfront Fee","2015-10-31",,,"Quantity","673","USD",,"3yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","US East (N. Virginia)","AWS Region","cache.m3.large","Yes","Standard","2","6.05 GiB","Moderate","Redis",,,,"NodeUsage:cache.m3.large","CreateCacheCluster:0002"
"JW9PJ6UTYKR57T5E","YTVHEVGPBZ","JW9PJ6UTYKR57T5E.YTVHEVGPBZ.2TG2D8R56U","Reserved","Upfront Fee","2015-10-31",,,"Quantity","1554","USD",,"1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","Asia Pacific (Sydney)","AWS Region","cache.r3.xlarge","Yes","Memory optimized","4","28.4 GiB","Moderate","Memcached",,,,"APS2-NodeUsage:cache.r3.xlarge","CreateCacheCluster:0001"
"37XX5H8YH8J82B5W","YTVHEVGPBZ","37XX5H8YH8J82B5W.YTVHEVGPBZ.6YS6EN2CT7","Reserved","ElastiCache, cache.m3.xlarge instance-hours used this month","2015-10-31","0","Inf","Hrs","0.1270000000","USD",,"1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","US East (N. Virginia)","AWS Region","cache.m3.xlarge","Yes","Standard","4","13.3 GiB","High","Memcached",,,,"NodeUsage:cache.m3.xlarge","CreateCacheCluster:0001"
"CXSBMEVM7RHU68VC","VG8YD49WWM","CXSBMEVM7RHU68VC.VG8YD49WWM.2TG2D8R56U","Reserved","Upfront Fee","2015-10-31",,,"Quantity","98","USD",,"3yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","EU (Ireland)","AWS Region","cache.t2.micro","Yes","Standard","1","0.555 GiB","Low to Moderate","Redis",,,,"EU-NodeUsage:cache.t2.micro","CreateCacheCluster:0002"
"S3XBF5DJESXPQCEV","VG8YD49WWM","S3XBF5DJESXPQCEV.VG8YD49WWM.2TG2D8R56U","Reserved","Upfront Fee","2016-09-30",,,"Quantity","4935","USD",,"3yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","Asia Pacific (Seoul)","AWS Region","cache.r3.2xlarge","Yes","Memory optimized","8","58.2 GiB","High","Redis",,,,"APN2-NodeUsage:cache.r3.2xlarge","CreateCacheCluster:0002"
"WXKW7QBYRQUKBB5V","JRTCKXETXF","WXKW7QBYRQUKBB5V.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.455 per Enhanced High Memory xLarge Cache node-hour (or partial hour) running Redis","2016-11-01","0","Inf","Hrs","0.4550000000","USD",,,,,"Cache Instance","AmazonElastiCache","US East (N. Virginia)","AWS Region","cache.r3.xlarge","Yes","Memory optimized","4","28.4 GiB","Moderate","Redis",,,,"NodeUsage:cache.r3.xlarge","CreateCacheCluster:0002"
"DES97Y2TG6NWCEGK","YTVHEVGPBZ","DES97Y2TG6NWCEGK.YTVHEVGPBZ.6YS6EN2CT7","Reserved","Redis, cache.c1.xlarge instance-hours used this month","2015-10-31","0","Inf","Hrs","0.2730000000","USD",,"1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","Asia Pacific (Sydney)","AWS Region","cache.c1.xlarge","No","Compute optimized","8","6.6 GiB","High","Redis",,,,"APS2-NodeUsage:cache.c1.xlarge","CreateCacheCluster:0002"
"DWBB5BJTDEH96DPV","VG8YD49WWM","DWBB5BJTDEH96DPV.VG8YD49WWM.2TG2D8R56U","Reserved","Upfront Fee","2015-10-31",,,"Quantity","1033","USD",,"3yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","US East (N. Virginia)","AWS Region","cache.r3.large","Yes","Memory optimized","2","13.5 GiB","Moderate","Memcached",,,,"NodeUsage:cache.r3.large","CreateCacheCluster:0001"
"WFA4VYWET8NE6NNX","DK9W8XRWES","WFA4VYWET8NE6NNX.DK9W8XRWES.2TG2D8R56U","Reserved","Upfront Fee","2015-11-30",,,"Quantity","163","USD",,"1yr","Light Utilization","standard","Cache Instance","AmazonElastiCache","US West (N. California)","AWS Region","cache.m2.xlarge","No","Memory optimized","2","16.7 GiB","Moderate","Redis",,,,"USW1-NodeUsage:cache.m2.xlarge","CreateCacheCluster:0002"
"Z6KFW68KHC7QWQVU","YTVHEVGPBZ","Z6KFW68KHC7QWQVU.YTVHEVGPBZ.2TG2D8R56U","Reserved","Upfront Fee","2015-10-31",,,"Quantity","1166","USD",,"1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","South America (Sao Paulo)","AWS Region","cache.m2.2xlarge","No","Memory optimized","4","33.8 GiB","Moderate","Memcached",,,,"SAE1-NodeUsage:cache.m2.2xlarge","CreateCacheCluster:0001"
"RMZB3DTXFR9CYSEP","KGRZ3REEDN","RMZB3DTXFR9CYSEP.KGRZ3REEDN.6YS6EN2CT7","Reserved","USD 0.178 per Redis, cache.m1.xlarge instance-hour (or partial hour)","2015-11-30","0","Inf","Hrs","0.1780000000","USD",,"3yr","Medium Utilization","standard","Cache Instance","AmazonElastiCache","EU (Ireland)","AWS Region","cache.m1.xlarge","No","Standard","4","14.6 GiB","High","Redis",,,,"EU-NodeUsage:cache.m1.xlarge","CreateCacheCluster:0002"
"238TP5RVZDW6SVES","YTVHEVGPBZ","238TP5RVZDW6SVES.YTVHEVGPBZ.6YS6EN2CT7","Reserved","ElastiCache, cache.m4.2xlarge instance-hours used this month","2016-11-30","0","Inf","Hrs","0.2480000000","USD",,"1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","Canada (Central)","AWS Region","cache.m4.2xlarge","Yes","Standard","8","29.7 GiB","High","Memcached",,,,"CAN1-NodeUsage:cache.m4.2xlarge","CreateCacheCluster:0001"
"5NKDKN2FB6T5S57N","JRTCKXETXF","5NKDKN2FB6T5S57N.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.951 per  Enhanced Double Extra Large Cache node-hour (or partial hour) running Redis","2016-11-01","0","Inf","Hrs","0.9510000000","USD",,,,,"Cache Instance","AmazonElastiCache","Asia Pacific (Seoul)","AWS Region","cache.m3.2xlarge","Yes","Standard","8","27.9 GiB","High","Redis",,,,"APN2-NodeUsage:cache.m3.2xlarge","CreateCacheCluster:0002"
"5ZD48SE6KC9H92BU","KGRZ3REEDN","5ZD48SE6KC9H92BU.KGRZ3REEDN.6YS6EN2CT7","Reserved","USD 0.089 per Redis, cache.m1.large instance-hour (or partial hour)","2015-11-30","0","Inf","Hrs","0.0890000000","USD",,"3yr","Medium Utilization","standard","Cache Instance","AmazonElastiCache","US West (N. California)","AWS Region","cache.m1.large","No","Standard","2","7.1 GiB","Moderate","Redis",,,,"USW1-NodeUsage:cache.m1.large","CreateCacheCluster:0002"
"HHPAR32KG4HH54PV","DK9W8XRWES","HHPAR32KG4HH54PV.DK9W8XRWES.2TG2D8R56U","Reserved","Upfront Fee","2015-11-30",,,"Quantity","194","USD",,"1yr","Light Utilization","standard","Cache Instance","AmazonElastiCache","Asia Pacific (Singapore)","AWS Region","cache.m1.large","No","Standard","2","7.1 GiB","Moderate","Memcached",,,,"APS1-NodeUsage:cache.m1.large","CreateCacheCluster:0001"
"FCKJ4RZ5F2AEKD49","YTVHEVGPBZ","FCKJ4RZ5F2AEKD49.YTVHEVGPBZ.2TG2D8R56U","Reserved","Upfront Fee","2015-10-31",,,"Quantity","985","USD",,"1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","Asia Pacific (Singapore)","AWS Region","cache.m2.2xlarge","No","Memory optimized","4","33.8 GiB","Moderate","Redis",,,,"APS1-NodeUsage:cache.m2.2xlarge","CreateCacheCluster:0002"
"BA2TK6GVQCFF2R6G","VG8YD49WWM","BA2TK6GVQCFF2R6G.VG8YD49WWM.2TG2D8R56U","Reserved","Upfront Fee","2015-10-31",,,"Quantity","337","USD",,"3yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","EU (Ireland)","AWS Region","cache.m3.medium","Yes","Standard","1","2.78 GiB","Moderate","Memcached",,,,"EU-NodeUsage:cache.m3.medium","CreateCacheCluster:0001"
"KN2G3JTEUHW5UHNE","VG8YD49WWM","KN2G3JTEUHW5UHNE.VG8YD49WWM.2TG2D8R56U","Reserved","Upfront Fee","2016-09-30",,,"Quantity","263","USD",,"3yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","Asia Pacific (Seoul)","AWS Region","cache.t2.small","Yes","Standard","1","1.55 GiB","Low to Moderate","Memcached",,,,"APN2-NodeUsage:cache.t2.small","CreateCacheCluster:0001"
"4EVZS4Y8WW5AE7K8","VG8YD49WWM","4EVZS4Y8WW5AE7K8.VG8YD49WWM.2TG2D8R56U","Reserved","Upfront Fee","2015-10-31",,,"Quantity","10660","USD",,"3yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","US West (N. California)","AWS Region","cache.r3.4xlarge","Yes","Memory optimized","16","118 GiB","High","Redis",,,,"USW1-NodeUsage:cache.r3.4xlarge","CreateCacheCluster:0002"
"VCZ3U6T9SUJFTE3Y","YTVHEVGPBZ","VCZ3U6T9SUJFTE3Y.YTVHEVGPBZ.6YS6EN2CT7","Reserved","Redis, cache.m2.xlarge instance-hours used this month","2015-10-31","0","Inf","Hrs","0.0690000000","USD",,"1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","US West (Oregon)","AWS Region","cache.m2.xlarge","No","Memory optimized","2","16.7 GiB","Moderate","Redis",,,,"USW2-NodeUsage:cache.m2.xlarge","CreateCacheCluster:0002"
"2BSAUY5KNPK7SSA4","VHSX6N8RTZ","2BSAUY5KNPK7SSA4.VHSX6N8RTZ.2TG2D8R56U","Reserved","Upfront Fee","2015-11-30",,,"Quantity","254","USD",,"3yr","Light Utilization","standard","Cache Instance","AmazonElastiCache","Asia Pacific (Sydney)","AWS Region","cache.m2.xlarge","No","Memory optimized","2","16.7 GiB","Moderate","Redis",,,,"APS2-NodeUsage:cache.m2.xlarge","CreateCacheCluster:0002"
"2PSWKJAEW8HXUAQY","JRTCKXETXF","2PSWKJAEW8HXUAQY.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.485 per  Enhanced Extra Large Cache node-hour (or partial hour) running Redis","2016-11-01","0","Inf","Hrs","0.4850000000","USD",,,,,"Cache Instance","AmazonElastiCache","Asia Pacific (Sydney)","AWS Region","cache.m3.xlarge","Yes","Standard","4","13.3 GiB","High","Redis",,,,"APS2-NodeUsage:cache.m3.xlarge","CreateCacheCluster:0002"
"7EAKMAGDZW5M6SRD","YTVHEVGPBZ","7EAKMAGDZW5M6SRD.YTVHEVGPBZ.2TG2D8R56U","Reserved","Upfront Fee","2015-10-31",,,"Quantity","494","USD",,"1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","Asia Pacific (Tokyo)","AWS Region","cache.m2.xlarge","No","Memory optimized","2","16.7 GiB","Moderate","Memcached",,,,"APN1-NodeUsage:cache.m2.xlarge","CreateCacheCluster:0001"
"CU796M87H35MAVQV","YTVHEVGPBZ","CU796M87H35MAVQV.YTVHEVGPBZ.2TG2D8R56U","Reserved","Upfront Fee","2015-10-31",,,"Quantity","304","USD",,"1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","South America (Sao Paulo)","AWS Region","cache.m1.medium","No","Standard","1","3.35 GiB","Moderate","Memcached",,,,"SAE1-NodeUsage:cache.m1.medium","CreateCacheCluster:0001"
