"SKU","OfferTermCode","RateCode","TermType","PriceDescription","EffectiveDate","StartingRange","EndingRange","Unit","PricePerUnit","Currency","RelatedTo","LeaseContractLength","PurchaseOption","OfferingClass","Product Family","serviceCode","Location","Location Type","Instance Type","Current Generation","Instance Family","vCPU","Memory","Network Performance","Cache Engine","Storage Media","Group","Group Description","usageType","operation"
"854CTX7SZ88TV555","DK9W8XRWES","854CTX7SZ88TV555.DK9W8XRWES.2TG2D8R56U","Reserved","Upfront Fee","2015-11-30",,,"Quantity","23","USD",,"1yr","Light Utilization","standard","Cache Instance","AmazonElastiCache","US East (N. Virginia)","AWS Region","cache.t1.micro","No","Micro","1","0.213 GiB","Very Low","Redis",,,,"NodeUsage:cache.t1.micro","CreateCacheCluster:0002"
"B8JNXG2RQSR66WWK","KGRZ3REEDN","B8JNXG2RQSR66WWK.KGRZ3REEDN.6YS6EN2CT7","Reserved","USD 0.044 per ElastiCache, cache.m1.medium instance-hour (or partial hour)","2015-11-30","0","Inf","Hrs","0.0440000000","USD",,"3yr","Medium Utilization","standard","Cache Instance","AmazonElastiCache","EU (Ireland)","AWS Region","cache.m1.medium","No","Standard","1","3.35 GiB","Moderate","Memcached",,,,"EU-NodeUsage:cache.m1.medium","CreateCacheCluster:0001"
"QP7KJX5BSBYQ64Y2","VG8YD49WWM","QP7KJX5BSBYQ64Y2.VG8YD49WWM.2TG2D8R56U","Reserved","Upfront Fee","2016-09-30",,,"Quantity","8907","USD",,"3yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","Asia Pacific (Mumbai)","AWS Region","cache.r3.4xlarge","Yes","Memory optimized","16","118 GiB","High","Memcached",,,,"APS3-NodeUsage:cache.r3.4xlarge","CreateCacheCluster:0001"
"5XQ8SMUNPEWFYPUU","YTVHEVGPBZ","5XQ8SMUNPEWFYPUU.YTVHEVGPBZ.6YS6EN2CT7","Reserved","Redis, cache.r3.2xlarge instance-hours used this month","2015-10-31","0","Inf","Hrs","0.2460000000","USD",,"1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","US East (N. Virginia)","AWS Region","cache.r3.2xlarge","Yes","Memory optimized","8","58.2 GiB","High","Redis",,,,"NodeUsage:cache.r3.2xlarge","CreateCacheCluster:0002"
"26ETDHNUZGD4XRAT","VG8YD49WWM","26ETDHNUZGD4XRAT.VG8YD49WWM.6YS6EN2CT7","Reserved","ElastiCache, cache.r3.large instance-hours used this month","2016-09-30","0","Inf","Hrs","0.0679580000","USD",,"3yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","Asia Pacific (Mumbai)","AWS Region","cache.r3.large","Yes","Memory optimized","2","13.5 GiB","Moderate","Memcached",,,,"APS3-NodeUsage:cache.r3.large","CreateCacheCluster:0001"
"AVFG5YSXT4ZYWRH4","VG8YD49WWM","AVFG5YSXT4ZYWRH4.VG8YD49WWM.2TG2D8R56U","Reserved","Upfront Fee","2015-10-31",,,"Quantity","2691","USD",,"3yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","US West (Oregon)","AWS Region","cache.m3.2xlarge","Yes","Standard","8","27.9 GiB","High","Memcached",,,,"USW2-NodeUsage:cache.m3.2xlarge","CreateCacheCluster:0001"
"HPVQXPXTW2VU2ECQ","JRTCKXETXF","HPVQXPXTW2VU2ECQ.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.623 per Gen Purpose M4.2xlarge node hour running Memcached","2016-11-01","0","Inf","Hrs","0.6230000000","USD",,,,,"Cache Instance","AmazonElastiCache","US East (N. Virginia)","AWS Region","cache.m4.2xlarge","Yes","Standard","8","29.7 GiB","High","Memcached",,,,"NodeUsage:cache.m4.2xlarge","CreateCacheCluster:0001"
"C6NNAGQWNX29Z5ET","JRTCKXETXF","C6NNAGQWNX29Z5ET.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.112 per  Medium Cache node-hour (or partial hour) running Memcached","2016-11-01","0","Inf","Hrs","0.1120000000","USD",,,,,"Cache Instance","AmazonElastiCache","US West (Oregon)","AWS Region","cache.m1.medium","No","Standard","1","3.35 GiB","Moderate","Memcached",,,,"USW2-NodeUsage:cache.m1.medium","CreateCacheCluster:0001"
"F3TTVQJKJAUBJSMS","VG8YD49WWM","F3TTVQJKJAUBJSMS.VG8YD49WWM.6YS6EN2CT7","Reserved","Redis, cache.m3.medium instance-hours used this month","2015-10-31","0","Inf","Hrs","0.0310000000","USD",,"3yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","EU (Ireland)","AWS Region","cache.m3.medium","Yes","Standard","1","2.78 GiB","Moderate","Redis",,,,"EU-NodeUsage:cache.m3.medium","CreateCacheCluster:0002"
"NDKE5VTSATWKXTBE","VG8YD49WWM","NDKE5VTSATWKXTBE.VG8YD49WWM.2TG2D8R56U","Reserved","Upfront Fee","2015-10-31",,,"Quantity","2691","USD",,"3yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","US West (N. California)","AWS Region","cache.m3.2xlarge","Yes","Standard","8","27.9 GiB","High","Redis",,,,"USW1-NodeUsage:cache.m3.2xlarge","CreateCacheCluster:0002"
"7RP2RSS3JHARMQQS","YTVHEVGPBZ","7RP2RSS3JHARMQQS.YTVHEVGPBZ.2TG2D8R56U","Reserved","Upfront Fee","2016-11-30",,,"Quantity","3146","USD",,"1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","EU (London)","AWS Region","cache.m4.4xlarge","Yes","Standard","16","60.78 GiB","High","Memcached",,,,"EUW2-NodeUsage:cache.m4.4xlarge","CreateCacheCluster:0001"
"8PZJ8UTJHY3AD5AF","JRTCKXETXF","8PZJ8UTJHY3AD5AF.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.019 per T2 Micro Cache node-hour (or partial hour) running Redis","2016-11-01","0","Inf","Hrs","0.0190000000","USD","J4YEWN9YDP2TWJ3K",,,,"Cache Instance","AmazonElastiCache","Canada (Central)","AWS Region","cache.t2.micro","Yes","Standard","1","0.555 GiB","Low to Moderate","Redis",,,,"CAN1-NodeUsage:cache.t2.micro","CreateCacheCluster:0002"
"RYFF8HQWNV8QS6TJ","YTVHEVGPBZ","RYFF8HQWNV8QS6TJ.YTVHEVGPBZ.6YS6EN2CT7","Reserved","ElastiCache, cache.m4.10xlarge instance-hours used this month","2016-09-30","0","Inf","Hrs","1.7020000000","USD",,"1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","Asia Pacific (Singapore)","AWS Region","cache.m4.10xlarge","Yes","Standard","40","154.64 GiB","10 Gigabit","Memcached",,,,"APS1-NodeUsage:cache.m4.10xlarge","CreateCacheCluster:0001"
"YDS3N52V8RH2QNZM","VHSX6N8RTZ","YDS3N52V8RH2QNZM.VHSX6N8RTZ.2TG2D8R56U","Reserved","Upfront Fee","2015-11-30",,,"Quantity","254","USD",,"3yr","Light Utilization","standard","Cache Instance","AmazonElastiCache","Asia Pacific (Singapore)","AWS Region","cache.m2.xlarge","No","Memory optimized","2","16.7 GiB","Moderate","Memcached",,,,"APS1-NodeUsage:cache.m2.xlarge","CreateCacheCluster:0001"
"R8D3MMT9GG8WZ466","YTVHEVGPBZ","R8D3MMT9GG8WZ466.YTVHEVGPBZ.6YS6EN2CT7","Reserved","ElastiCache, cache.m1.small instance-hours used this month","2015-10-31","0","Inf","Hrs","0.0170000000","USD",,"1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","US East (N. Virginia)","AWS Region","cache.m1.small","No","Standard","1","1.3 GiB","Low","Memcached",,,,"NodeUsage:cache.m1.small","CreateCacheCluster:0001"
"UBKK3UMM6FYEXYGK","VG8YD49WWM","UBKK3UMM6FYEXYGK.VG8YD49WWM.2TG2D8R56U","Reserved","Upfront Fee","2016-09-30",,,"Quantity","624","USD",,"3yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","US West (Oregon)","AWS Region","cache.m4.large","Yes","Standard","2","6.42 GiB","Moderate","Memcached",,,,"USW2-NodeUsage:cache.m4.large","CreateCacheCluster:0001"
"9JQZFMXBA5DVY5GV","JRBFQ5DASS","9JQZFMXBA5DVY5GV.JRBFQ5DASS.2TG2D8R56U","Reserved","Upfront Fee","2015-11-30",,,"Quantity","812","USD",,"1yr","Medium Utilization","standard","Cache Instance","AmazonElastiCache","Asia Pacific (Tokyo)","AWS Region","cache.m2.2xlarge","No","Memory optimized","4","33.8 GiB","Moderate","Redis",,,,"APN1-NodeUsage:cache.m2.2xlarge","CreateCacheCluster:0002"
"S93T2DG4DCGVFZ3B","VG8YD49WWM","S93T2DG4DCGVFZ3B.VG8YD49WWM.6YS6EN2CT7","Reserved","Redis, cache.m3.medium instance-hours used this month","2015-10-31","0","Inf","Hrs","0.0310000000","USD",,"3yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","US West (N. California)","AWS Region","cache.m3.medium","Yes","Standard","1","2.78 GiB","Moderate","Redis",,,,"USW1-NodeUsage:cache.m3.medium","CreateCacheCluster:0002"
"QY8JT3JSEEGRDERT","VG8YD49WWM","QY8JT3JSEEGRDERT.VG8YD49WWM.6YS6EN2CT7","Reserved","ElastiCache, cache.t2.micro instance-hours used this month","2015-10-31","0","Inf","Hrs","0.0040000000","USD",,"3yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","US East (N. Virginia)","AWS Region","cache.t2.micro","Yes","Standard","1","0.555 GiB","Low to Moderate","Memcached",,,,"NodeUsage:cache.t2.micro","CreateCacheCluster:0001"
"DQWDW629927HK8NW","VG8YD49WWM","DQWDW629927HK8NW.VG8YD49WWM.2TG2D8R56U","Reserved","Upfront Fee","2016-09-30",,,"Quantity","218","USD",,"3yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","US East (Ohio)","AWS Region","cache.t2.small","Yes","Standard","1","1.55 GiB","Low to Moderate","Memcached",,,,"USE2-NodeUsage:cache.t2.small","CreateCacheCluster:0001"
"HTG2FE935C9SPM6T","YTVHEVGPBZ","HTG2FE935C9SPM6T.YTVHEVGPBZ.2TG2D8R56U","Reserved","Upfront Fee","2015-10-31",,,"Quantity","123","USD",,"1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","EU (Frankfurt)","AWS Region","cache.t2.small","Yes","Standard","1","1.55 GiB","Low to Moderate","Redis",,,,"EUC1-NodeUsage:cache.t2.small","CreateCacheCluster:0002"
"UMQXGVFERE6SJ79P","VG8YD49WWM","UMQXGVFERE6SJ79P.VG8YD49WWM.6YS6EN2CT7","Reserved","ElastiCache, cache.m1.large instance-hours used this month","2015-10-31","0","Inf","Hrs","0.0520000000","USD",,"3yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","US East (N. Virginia)","AWS Region","cache.m1.large","No","Standard","2","7.1 GiB","Moderate","Memcached",,,,"NodeUsage:cache.m1.large","CreateCacheCluster:0001"
"ZU6AT8QXGT622ANA","VG8YD49WWM","ZU6AT8QXGT622ANA.VG8YD49WWM.6YS6EN2CT7","Reserved","Redis, cache.m2.4xlarge instance-hours used this month","2015-10-31","0","Inf","Hrs","0.2900000000","USD",,"3yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","EU (Ireland)","AWS Region","cache.m2.4xlarge","No","Memory optimized","8","68 GiB","High","Redis",,,,"EU-NodeUsage:cache.m2.4xlarge","CreateCacheCluster:0002"
"A458Z8ZXAMYDVVYT","YTVHEVGPBZ","A458Z8ZXAMYDVVYT.YTVHEVGPBZ.2TG2D8R56U","Reserved","Upfront Fee","2015-10-31",,,"Quantity","3108","USD",,"1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","Asia Pacific (Singapore)","AWS Region","cache.r3.2xlarge","Yes","Memory optimized","8","58.2 GiB","High","Memcached",,,,"APS1-NodeUsage:cache.r3.2xlarge","CreateCacheCluster:0001"
"HCZB324G8CKR4Y93","YTVHEVGPBZ","HCZB324G8CKR4Y93.YTVHEVGPBZ.6YS6EN2CT7","Reserved","Redis, cache.m1.large instance-hours used this month","2015-10-31","0","Inf","Hrs","0.0930000000","USD",,"1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","Asia Pacific (Singapore)","AWS Region","cache.m1.large","No","Standard","2","7.1 GiB","Moderate","Redis",,,,"APS1-NodeUsage:cache.m1.large","CreateCacheCluster:0002"
"UFV3YFXDX2J24CD9","VG8YD49WWM","UFV3YFXDX2J24CD9.VG8YD49WWM.2TG2D8R56U","Reserved","Upfront Fee","2015-10-31",,,"Quantity","188","USD",,"3yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","US West (Oregon)","AWS Region","cache.m1.small","No","Standard","1","1.3 GiB","Low","Memcached",,,,"USW2-NodeUsage:cache.m1.small","CreateCacheCluster:0001"
"M3KXVGQ5Z5Q564PA","YTVHEVGPBZ","M3KXVGQ5Z5Q564PA.YTVHEVGPBZ.6YS6EN2CT7","Reserved","ElastiCache, cache.m2.xlarge instance-hours used this month","2015-10-31","0","Inf","Hrs","0.0690000000","USD",,"1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","US West (Oregon)","AWS Region","cache.m2.xlarge","No","Memory optimized","2","16.7 GiB","Moderate","Memcached",,,,"USW2-NodeUsage:cache.m2.xlarge","CreateCacheCluster:0001"
"3BRJVJPBAPTN2VYK","KGRZ3REEDN","3BRJVJPBAPTN2VYK.KGRZ3REEDN.6YS6EN2CT7","Reserved","USD 0.175 per ElastiCache, cache.m2.2xlarge instance-hour (or partial hour)","2015-11-30","0","Inf","Hrs","0.1750000000","USD",,"3yr","Medium Utilization","standard","Cache Instance","AmazonElastiCache","EU (Ireland)","AWS Region","cache.m2.2xlarge","No","Memory optimized","4","33.8 GiB","Moderate","Memcached",,,,"EU-NodeUsage:cache.m2.2xlarge","CreateCacheCluster:0001"
"TNSKSRAV4GY6DPTH","VG8YD49WWM","TNSKSRAV4GY6DPTH.VG8YD49WWM.2TG2D8R56U","Reserved","Upfront Fee","2016-09-30",,,"Quantity","7390","USD",,"3yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","Asia Pacific (Sydney)","AWS Region","cache.m4.4xlarge","Yes","Standard","16","60.78 GiB","High","Redis",,,,"APS2-NodeUsage:cache.m4.4xlarge","CreateCacheCluster:0002"
"DB7SJ84SHN594X5Y","VG8YD49WWM","DB7SJ84SHN594X5Y.VG8YD49WWM.2TG2D8R56U","Reserved","Upfront Fee","2015-10-31",,,"Quantity","1860","USD",,"3yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","AWS GovCloud (US)","AWS Region","cache.m3.xlarge","Yes","Standard","4","13.3 GiB","High","Redis",,,,"UGW1-NodeUsage:cache.m3.xlarge","CreateCacheCluster:0002"
"NAFH8QQ3NQHCZ7DK","DK9W8XRWES","NAFH8QQ3NQHCZ7DK.DK9W8XRWES.2TG2D8R56U","Reserved","Upfront Fee","2015-11-30",,,"Quantity","49","USD",,"1yr","Light Utilization","standard","Cache Instance","AmazonElastiCache","Asia Pacific (Singapore)","AWS Region","cache.m1.small","No","Standard","1","1.3 GiB","Low","Redis",,,,"APS1-NodeUsage:cache.m1.small","CreateCacheCluster:0002"
"WUCGC8ESQMXHDYCD","JRTCKXETXF","WUCGC8ESQMXHDYCD.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.302 per  High Memory Extra Large Cache node-hour (or partial hour) running Redis","2016-11-01","0","Inf","Hrs","0.3020000000","USD",,,,,"Cache Instance","AmazonElastiCache","US East (N. Virginia)","AWS Region","cache.m2.xlarge","No","Memory optimized","2","16.7 GiB","Moderate","Redis",,,,"NodeUsage:cache.m2.xlarge","CreateCacheCluster:0002"
"6E2T42Z33FZKM5J7","VG8YD49WWM","6E2T42Z33FZKM5J7.VG8YD49WWM.2TG2D8R56U","Reserved","Upfront Fee","2016-09-30",,,"Quantity","2497","USD",,"3yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","US East (Ohio)","AWS Region","cache.m4.2xlarge","Yes","Standard","8","29.7 GiB","High","Memcached",,,,"USE2-NodeUsage:cache.m4.2xlarge","CreateCacheCluster:0001"
"WFTDC6YQHPB6TRDN","JRTCKXETXF","WFTDC6YQHPB6TRDN.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.728 per  Enhanced Double Extra Large Cache node-hour (or partial hour) running Memcached","2016-11-01","0","Inf","Hrs","0.7280000000","USD",,,,,"Cache Instance","AmazonElastiCache","US East (N. Virginia)","AWS Region","cache.m3.2xlarge","Yes","Standard","8","27.9 GiB","High","Memcached",,,,"NodeUsage:cache.m3.2xlarge","CreateCacheCluster:0001"
"S74R6HTK2PAKKG4T","YTVHEVGPBZ","S74R6HTK2PAKKG4T.YTVHEVGPBZ.6YS6EN2CT7","Reserved","Redis, cache.t2.micro instance-hours used this month","2015-10-31","0","Inf","Hrs","0.0100000000","USD",,"1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","Asia Pacific (Singapore)","AWS Region","cache.t2.micro","Yes","Standard","1","0.555 GiB","Low to Moderate","Redis",,,,"APS1-NodeUsage:cache.t2.micro","CreateCacheCluster:0002"
"4H8ZBW6DG6J9U7V9","VG8YD49WWM","4H8ZBW6DG6J9U7V9.VG8YD49WWM.2TG2D8R56U","Reserved","Upfront Fee","2015-10-31",,,"Quantity","2691","USD",,"3yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","EU (Ireland)","AWS Region","cache.m3.2xlarge","Yes","Standard","8","27.9 GiB","High","Redis",,,,"EU-NodeUsage:cache.m3.2xlarge","CreateCacheCluster:0002"
"RM36CYYF8AZCDAZ7","JRTCKXETXF","RM36CYYF8AZCDAZ7.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.455 per Enhanced High Memory xLarge Cache node-hour (or partial hour) running Memcached","2016-11-01","0","Inf","Hrs","0.4550000000","USD",,,,,"Cache Instance","AmazonElastiCache","US East (Ohio)","AWS Region","cache.r3.xlarge","Yes","Memory optimized","4","28.4 GiB","Moderate","Memcached",,,,"USE2-NodeUsage:cache.r3.xlarge","CreateCacheCluster:0001"
"95CXXHFP6RUE577P","JRTCKXETXF","95CXXHFP6RUE577P.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.485 per  Enhanced Extra Large Cache node-hour (or partial hour) running Memcached","2016-11-01","0","Inf","Hrs","0.4850000000","USD",,,,,"Cache Instance","AmazonElastiCache","Asia Pacific (Singapore)","AWS Region","cache.m3.xlarge","Yes","Standard","4","13.3 GiB","High","Memcached",,,,"APS1-NodeUsage:cache.m3.xlarge","CreateCacheCluster:0001"
"R8D3MMT9GG8WZ466","KGRZ3REEDN","R8D3MMT9GG8WZ466.KGRZ3REEDN.6YS6EN2CT7","Reserved","USD 0.017 per ElastiCache, cache.m1.small instance-hour (or partial hour)","2015-11-30","0","Inf","Hrs","0.0170000000","USD",,"3yr","Medium Utilization","standard","Cache Instance","AmazonElastiCache","US East (N. Virginia)","AWS Region","cache.m1.small","No","Standard","1","1.3 GiB","Low","Memcached",,,,"NodeUsage:cache.m1.small","CreateCacheCluster:0001"
"8Z6FUSEB3AHHG95B","JRTCKXETXF","8Z6FUSEB3AHHG95B.JRTCKXETXF.6YS6EN2CT7","OnDemand","$1.207 per  High Memory Quadruple Extra Large Cache node-hour (or partial hour) running Redis","2016-11-01","0","Inf","Hrs","1.2070000000","USD",,,,,"Cache Instance","AmazonElastiCache","US West (Oregon)","AWS Region","cache.m2.4xlarge","No","Memory optimized","8","68 GiB","High","Redis",,,,"USW2-NodeUsage:cache.m2.4xlarge","CreateCacheCluster:0002"
"M7FYUJBNTYUDUCU7","VG8YD49WWM","M7FYUJBNTYUDUCU7.VG8YD49WWM.2TG2D8R56U","Reserved","Upfront Fee","2015-10-31",,,"Quantity","16528","USD",,"3yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","US East (N. Virginia)","AWS Region","cache.r3.8xlarge","Yes","Memory optimized","32","237 GiB","10 Gigabit","Redis",,,,"NodeUsage:cache.r3.8xlarge","CreateCacheCluster:0002"
"YWQJS58KK9JWRBRM","KGRZ3REEDN","YWQJS58KK9JWRBRM.KGRZ3REEDN.6YS6EN2CT7","Reserved","USD 0.069 per ElastiCache, cache.m2.xlarge instance-hour (or partial hour)","2015-11-30","0","Inf","Hrs","0.0690000000","USD",,"3yr","Medium Utilization","standard","Cache Instance","AmazonElastiCache","US East (N. Virginia)","AWS Region","cache.m2.xlarge","No","Memory optimized","2","16.7 GiB","Moderate","Memcached",,,,"NodeUsage:cache.m2.xlarge","CreateCacheCluster:0001"
"DMVMKEX89ARXXPKX","YTVHEVGPBZ","DMVMKEX89ARXXPKX.YTVHEVGPBZ.2TG2D8R56U","Reserved","Upfront Fee","2015-10-31",,,"Quantity","112","USD",,"1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","South America (Sao Paulo)","AWS Region","cache.t2.micro","Yes","Standard","1","0.555 GiB","Low to Moderate","Redis",,,,"SAE1-NodeUsage:cache.t2.micro","CreateCacheCluster:0002"
"WZC7GRFHNJGKZRKW","YTVHEVGPBZ","WZC7GRFHNJGKZRKW.YTVHEVGPBZ.2TG2D8R56U","Reserved","Upfront Fee","2016-09-30",,,"Quantity","125","USD",,"1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","Asia Pacific (Mumbai)","AWS Region","cache.t2.small","Yes","Standard","1","1.55 GiB","Low to Moderate","Memcached",,,,"APS3-NodeUsage:cache.t2.small","CreateCacheCluster:0001"
"U52MKUYZVTBEBC2A","VG8YD49WWM","U52MKUYZVTBEBC2A.VG8YD49WWM.2TG2D8R56U","Reserved","Upfront Fee","2015-10-31",,,"Quantity","118","USD",,"3yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","US West (N. California)","AWS Region","cache.t2.micro","Yes","Standard","1","0.555 GiB","Low to Moderate","Memcached",,,,"USW1-NodeUsage:cache.t2.micro","CreateCacheCluster:0001"
"6XV2XPH7JTCFTS7E","DK9W8XRWES","6XV2XPH7JTCFTS7E.DK9W8XRWES.2TG2D8R56U","Reserved","Upfront Fee","2015-11-30",,,"Quantity","580","USD",,"1yr","Light Utilization","standard","Cache Instance","AmazonElastiCache","US East (N. Virginia)","AWS Region","cache.c1.xlarge","No","Compute optimized","8","6.6 GiB","High","Redis",,,,"NodeUsage:cache.c1.xlarge","CreateCacheCluster:0002"
"BQ65NWFSUFVTM9V6","YTVHEVGPBZ","BQ65NWFSUFVTM9V6.YTVHEVGPBZ.2TG2D8R56U","Reserved","Upfront Fee","2015-10-31",,,"Quantity","62","USD",,"1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","US East (N. Virginia)","AWS Region","cache.t1.micro","No","Micro","1","0.213 GiB","Very Low","Memcached",,,,"NodeUsage:cache.t1.micro","CreateCacheCluster:0001"
"MUXESDTWGQ4MKK5H","JRTCKXETXF","MUXESDTWGQ4MKK5H.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.878 per Gen Purpose M4.2xlarge node hour running Memcached","2016-11-01","0","Inf","Hrs","0.8780000000","USD",,,,,"Cache Instance","AmazonElastiCache","Asia Pacific (Mumbai)","AWS Region","cache.m4.2xlarge","Yes","Standard","8","29.7 GiB","High","Memcached",,,,"APS3-NodeUsage:cache.m4.2xlarge","CreateCacheCluster:0001"
"CCMEPCBV7J7HZEWZ","KGRZ3REEDN","CCMEPCBV7J7HZEWZ.KGRZ3REEDN.2TG2D8R56U","Reserved","Upfront Fee","2015-11-30",,,"Quantity","157","USD",,"3yr","Medium Utilization","standard","Cache Instance","AmazonElastiCache","US West (N. California)","AWS Region","cache.m1.small","No","Standard","1","1.3 GiB","Low","Redis",,,,"USW1-NodeUsage:cache.m1.small","CreateCacheCluster:0002"
"5RA4FY75DTVXFTJN","YTVHEVGPBZ","5RA4FY75DTVXFTJN.YTVHEVGPBZ.6YS6EN2CT7","Reserved","ElastiCache, cache.m3.medium instance-hours used this month","2015-10-31","0","Inf","Hrs","0.0300000000","USD",,"1yr","Heavy Utilization","standard","Cache Instance","AmazonElastiCache","US East (N. Virginia)","AWS Region","cache.m3.medium","Yes","Standard","1","2.78 GiB","Moderate","Memcached",,,,"NodeUsage:cache.m3.medium","CreateCacheCluster:0001"
"SCKDUAGX5NGATV5E","JRBFQ5DASS","SCKDUAGX5NGATV5E.JRBFQ5DASS.6YS6EN2CT7","Reserved","USD 0.348 per ElastiCache, cache.c1.xlarge instance-hour (or partial hour)","2015-11-30","0","Inf","Hrs","0.3480000000","USD",,"1yr","Medium Utilization","standard","Cache Instance","AmazonElastiCache","Asia Pacific (Singapore)","AWS Region","cache.c1.xlarge","No","Compute optimized","8","6.6 GiB","High","Memcached",,,,"APS1-NodeUsage:cache.c1.xlarge","CreateCacheCluster:0001"
"5Y982ZUFEWBEEU4H","JRTCKXETXF","5Y982ZUFEWBEEU4H.JRTCKXETXF.6YS6EN2CT7","OnDemand","$0.231 per Gen Purpose M4.large node hour running Memcached","2016-11-01","0","Inf","Hrs","0.2310000000","USD",,,,,"Cache Instance","AmazonElastiCache","Asia Pacific (Singapore)","AWS Region","cache.m4.large","Yes","Standard","2","6.42 GiB","Moderate","Memcached",,,,"APS1-NodeUsage:cache.m4.large","CreateCacheCluster:0001"
